name,lat,lon,open,close,province
สวนอาหารแคนทอง,18.1999889,99.391029,"	
11:00",22:00,Lampang
ร้านอาหารครัวเขลางค์,18.1344941,99.3915549,"	
7:00",18:00,Lampang
Log In Cafe,18.204397,99.3899609,9:00,18:00,Lampang
ร้านอาหาร ครัวสันกำแพง,18.2227619,99.4257354,"	
11:00",22:00,Lampang
ร้านอาหารเฮือนงิ้วแดง,18.2021283,99.3900278,"	
11:00",17:00,Lampang
ร้านอาหารเสบียง,18.1932488,99.4075356,"	
8:00",20:00,Lampang
Biscuit Cafe Lampang,18.2328391,99.389702,"	
8:00",17:00,Lampang
ข้าวซอยศิริรัตน์,18.1929145,99.4021918,10:00,15:00,Lampang
ก๋วยเตี๋ยวลูงทุ่งรุ่งเรืองเกาะคา,18.1938712,99.4008405,"	
8:00",16:00,Lampang
ร้าน เชยลำปาง,18.215771,99.393773,"	
8:00",20:00,Lampang
ลาบซุ้มคา,18.2132225,99.3926162,"	
9:30",17:30,Lampang
ร้านข้าวซอย ลุงจ่า สูตรฮ่อรสดั้งเดิม,18.1938479,99.3938312,"	
7:00",18:00,Lampang
ส้มตำเวียงจันทน์,18.1974,99.3918559,"	
9:00",18:30,Lampang
ส้มตำแยกน้ำเกาะคา,18.1945719,99.3934003,"	
7:00",19:00,Lampang
ช่ำ,18.1911514,99.3965718,"	
17:00",0:00,Lampang
เกาะคาหมูหยอง,18.1944639,99.392059,8:00,18:00,Lampang
ร้านข้าวมันไก่ใบเตย บ้านผึ้ง,18.2006384,99.4034981,"	
7:30",14:00,Lampang
ข้าวซอย-ก๋วยเตี๋ยว-อาหารตามสั่ง,18.2591606,99.3881828,"	
9:00",16:00,Lampang
ข้าวต้มบาทเดียว,18.1985061,99.4042735,"	
17:00",0:00,Lampang
ก๋วยเตี๋ยวเรือขึ้นบก สาขา 2,18.2004086,99.4063758,"	
9:00",17:30,Lampang
ร้านผ่องโภชนา,18.214081,99.3900208,8:00,16:00,Lampang
มากินเตี๋ยวเกาะคา,18.1949922,99.3934404,"	
9:30",17:00,Lampang
ส้มตำร้อยครก,18.1470358,99.4016911,9:30,19:00,Lampang
มาดาม Easy life style,18.2060789,99.3899854,"	
10:00",0:00,Lampang
Tiew-soi cafe เตี๋ยวซอย,18.2132275,99.393052,"	
9:00",16:00,Lampang
ร้านอิ่มละมุน,18.1969423,99.3843838,"	
11:19",0:00,Lampang
ร้านอาหารเจเอินเต๋อ เกาะคา,18.2017153,99.3905856,7:00,15:00,Lampang
ร้านอาหารเพชร,18.1930982,99.401848,"	
6:30",16:00,Lampang
แซ่บปากสั่น เกาะคา,18.2036411,99.4098178,"	
10:30",17:30,Lampang
แซ่บลาว,18.2043952,99.4105453,"	
10:30",22:00,Lampang
ข้าวกะเตี๋ยว,18.1483837,99.4011054,"	
6:30",16:00,Lampang
ร้านกันเอง29อาหารและเครื่องดื่ม,18.2032187,99.4005005,"	
10:00",20:00,Lampang
ร้านราดหน้า 40 ปี บ้านศาลาไชย(ซอยศาลเจ้าพ่อ),18.2137863,99.4133954,"	
8:00",19:00,Lampang
ร้านลุงเล็กลาบหลู้,18.1257525,99.3497849,9:00,21:00,Lampang
ครัวบ้านสวน(แก้วเก้า),18.217792,99.423355,9:00,17:00,Lampang
Rest@River Lampang,18.1902134,99.3968224,10:00,15:00,Lampang
พิซซ่าป้าต้อม,18.1909358,99.3948806,8:00,20:00,Lampang
ออ ก๋วยเตี๋ยวเรืออยุธยา (อร่อยไม่ต้องปรุง),18.204898,99.389592,"	
9:00",16:00,Lampang
PP Coffee & ก๋วยเตี๋ยวบ้านต้นไม้ เนื้อ-หมู ต้มยำ น้ำตก,18.1453357,99.3950601,"	
8:30",15:30,Lampang
ก๋วยเตี๋ยวบ้านฟ่อน 2,18.2224755,99.425506,"	
8:00",15:00,Lampang
ครัวอารีย์อาหารป่า,18.1510239,99.4024763,"	
8:00",19:00,Lampang
ก๋วยเตี๋ยวสูตรมะนาว,18.1983995,99.3909918,"	
9:00",16:00,Lampang
ร้านลำแต๊หนา,18.2153776,99.4181409,"	
9:00",19:30,Lampang
ฮิมน้ำบาร์,18.1952408,99.3933286,"	
17:00",23:00,Lampang
ก๋วยเตี๋ยวพี่เปิ้ล ศาลาไชย,18.2145085,99.4129001,"	
9:00",15:30,Lampang
ยำปูม้าเจ็ดยอด สาขาเกาะคา,18.2043827,99.3897696,10:00,21:00,Lampang
@ร้านประจำ,18.2143451,99.4214028,"	
18:00",0:00,Lampang
ร้านอาหารจ้าวbyคุณหนิง,18.1946846,99.3930325,7:00,20:00,Lampang
ครัว คุณกบ,18.1107572,99.3546942,8:00,20:00,Lampang
ร้านว้าวส้มตำ,18.1631758,99.3820845,"	
5:00",18:00,Lampang
แหนมแม่ละเอียดเกาะคา,18.1944925,99.3921144,7:00,20:00,Lampang
ก๋วยเตี๋ยว/หลู้ลำๆ,18.2182938,99.4141926,"	
10:00",15:30,Lampang
ร้านข้าวแกงเมืองคอนเกาะคา,18.1982714,99.3912422,"	
7:00",19:00,Lampang
ร้านลาบลุงโพด,18.1986444,99.4044313,"	
8:00",21:00,Lampang
ลาบหัวขัว ครัววิววัง,18.1120111,99.348399,"	
11:00",17:00,Lampang
ร้านส้มตำป้ารัตน์,18.2222714,99.4223204,"	
11:00",19:00,Lampang
เย็นตาโฟโกช้าง,18.200159,99.4060363,"	
7:30",17:00,Lampang
ก๋วยเตี๋ยวมงคลสูตรมะนาว,18.2169979,99.3942621,"	
7:30",16:00,Lampang
ร้านข้าวซอยนายพล,18.2162224,99.4103807,"	
9:00",18:00,Lampang
ตำ&ยำ แอบแซ่บ by.เบียร์,18.2090712,99.4080471,"	
9:00",20:00,Lampang
เกาะคาหมูจุ่ม บุฟเฟต์,18.1946782,99.3933134,"	
17:00",22:00,Lampang
ร้านก๋วยเตี๋ยวเหงื่อแตกเกาะคา,18.1725978,99.3896255,"	
7:00",19:00,Lampang
ร้านโจ๊กโดนัลด์(โจ๊กหมูธีระพนธ์),18.1958265,99.401179,"	
5:00",20:00,Lampang
ร้านอีสานตำแซ่บ 4 แยกวังพร้าว,18.1466279,99.4014272,"	
10:00",20:00,Lampang
ร้านโกหรั่งอาหารตามสั่งต้มเลือดหมู,18.1919286,99.3987873,"	
7:00",15:00,Lampang
ร้านก๋วยจั๊บคุณยาย,18.1794123,99.3938307,"	
7:00",15:01,Lampang
ร้านก๋วยเตี๋ยวน้ำใสสูตรโบราณ วัดพระธาตุลำปางหลวง,18.2182079,99.3893756,"	
7:00",19:00,Lampang
