name,lat,lon,province
กาแฟ Rock Coffy,18.1463297,97.9390033,Mae Hong Son
ร้านกาแฟคอฟฟี่มอร์นิ่ง แม่ฮ่องสอน Cafe Coffeemorning Maehongson,19.3005584,97.9695599,Mae Hong Son
พอใจ คอฟฟี่,18.163789,98.067108,Mae Hong Son
ร้านภูน้ำชาแฟ,18.1537134,98.0690513,Mae Hong Son
มุมหวาน sweet corner,18.165936,97.9312352,Mae Hong Son
ร้านปี้ต้อยน้ำปั่นขนมกะหรี่ปั๊บ,18.1525184,97.917644,Mae Hong Son
ฮาญะ คอฟฟี่ haya coffee,18.1586804,97.9183806,Mae Hong Son
กาดฮิมยวม - Jong Kham Market,18.1573443,97.9271561,Mae Hong Son
กาแฟโหโข๋ Ho Kho Coffee,19.4600799,97.9666841,Mae Hong Son
อา-คิ-ชะ A-ki-cha ชาไข่มุก,18.1607161,97.9413265,Mae Hong Son
ร้านลำบ่ลืม กาแฟ,17.9628958,97.9299642,Mae Hong Son
เหมาชา Mao-cha ชาไข่มุก,18.1593747,97.9283794,Mae Hong Son
ไดโน่ชา,18.1639124,97.938753,Mae Hong Son
ร้านกาแฟเข้าท่า ขุนยวม,18.8247741,97.9342656,Mae Hong Son
ร้านกาแฟสด ติดดอยคาเฟ่ Tiddoi Cafe,18.7371766,97.9229159,Mae Hong Son
KIN NHOM กินหนม,18.7413049,97.9275244,Mae Hong Son
บ้านกาแฟ (Pangtong Coffee House)โรงเรียนบ้านปางตอง,18.8425059,98.0637329,Mae Hong Son
ร้าน Tack Garden,18.8195385,97.9370991,Mae Hong Son
ร้านกาแฟโกต๋า,18.825284,97.9336857,Mae Hong Son
เส่อลีคี PK coffee zone,18.9191794,98.0860674,Mae Hong Son
Tor Pae Cafe @ขุนยวม,18.8082263,97.9122472,Mae Hong Son
ริมทาง คาเฟ่​,18.8380113,97.939917,Mae Hong Son
MooYooKee Cafe',18.8332785,97.9369093,Mae Hong Son
Daisy camping & coffee,18.8533018,98.0726345,Mae Hong Son
เฮือนคำ’คาเฟ่ Huankome’Kafe,18.8377961,97.9396204,Mae Hong Son
กาแฟสด รินลดา,18.8413277,97.9926166,Mae Hong Son
พีพีคอฟฟี่,18.8386791,97.9410761,Mae Hong Son
ธน โภชนาขุนยวม,18.8134494,97.9345721,Mae Hong Son
Make a wish cafe’,18.8165915,97.9342446,Mae Hong Son
Double D cafe,18.835934,97.9387527,Mae Hong Son
บ้านกาเเฟ By CHA LUM DEE @ ขุนยวม,18.8237858,97.9341172,Mae Hong Son
wasita coffee,18.8381914,97.940683,Mae Hong Son
วัฒน์คาเฟ่ สาขา 1636 - ขุนยวม,18.838975,97.9412683,Mae Hong Son
ดอยสนคอฟฟี่ -Doison coffee,18.8360849,97.9391383,Mae Hong Son
เติมเต็มกาแฟสดและอาหาร,18.7448229,97.9297129,Mae Hong Son
คาเฟ่ 370,18.7954344,98.1334102,Mae Hong Son
Paint House Cafe',18.8180187,97.9373052,Mae Hong Son
ร้านเมริชา Mericha,18.8281515,97.9333003,Mae Hong Son
ร้านน้องอั้ม,18.834997,97.940079,Mae Hong Son
กาแฟชมวิวผาบ่อง,19.1717362,97.9896934,Mae Hong Son
ดีคัพ อินดี้ คาเฟ่,19.3018804,97.966323,Mae Hong Son
จายฮิมกอง by Khondums กาแฟโบราณ,18.8208427,97.9365322,Mae Hong Son
ร้าน ออน เดอะ เวย์ คาเฟ่ เชียงใหม่ สาขาแม่ฮ่องสอน,19.3062252,97.9655999,Mae Hong Son
CHan coffee (จันทร์คอฟฟี่),19.0728338,98.3037113,Mae Hong Son
บ้านนอกคอฟฟี่ - อาหาร เครื่องดื่ม,18.8711499,98.0904067,Mae Hong Son
The living room cafe',18.8441045,97.9566912,Mae Hong Son
ร้านเกอเจ่อโค่ อาหาร&กาแฟสด ชนเผ่า Ger Jer Ko,18.1474857,98.1586472,Mae Hong Son
Mee Ngo Tae Coffee House,17.8674091,97.9643322,Mae Hong Son
แม่สามแลบคาเฟ่,17.9798989,97.7391379,Mae Hong Son
ชิมชา สบเมย,17.9450073,97.9442676,Mae Hong Son
นาโนคอฟฟี่_nanocoffee,18.090792,98.1941107,Mae Hong Son
ยัยตุ่น กาแฟสด,17.961403,97.9322108,Mae Hong Son
คาเฟ่บ้านบ้าน - Cafe'baanbaan,17.9645028,97.9268376,Mae Hong Son
กาแฟสดริมธาร,17.9625157,97.9250808,Mae Hong Son
Doi coff417 Cafe&Restaurant,19.5206814,98.2456708,Mae Hong Son
ดูดนมอมไข่มุก สาขาจุดชมวิวห้วยกุ้ง สบเมย แม่ฮ่องสอน,18.1474856,98.1580276,Mae Hong Son
ซันชายน์ กาแฟสด Mokapot,17.9635009,97.9296733,Mae Hong Son
DOI COFF,19.5161114,98.2490369,Mae Hong Son
ร้านกาแฟลอแอะ,18.0248436,97.9292526,Mae Hong Son
ร้านกาแฟดอยแก้ว,17.9638893,97.9296332,Mae Hong Son
ใจกลางดอย,18.1510025,98.2451246,Mae Hong Son
Screw & Brew,18.161592,97.9292819,Mae Hong Son
ร้านน้ำมะพร้าวปั่นนมสด กาแฟ ผลไม้ปั่น,18.0405694,97.9297129,Mae Hong Son
Flying Turtle Cafe,19.5243495,98.2671384,Mae Hong Son
ดริป&กาแฟ ปางมะผ้า Drip & Pang Ma Pha Coffee,19.5263365,98.2375574,Mae Hong Son
พอเพียงcoffee cafe,19.4813263,98.2946839,Mae Hong Son
Walkgak cafe' (ร้านกาแฟวั๊กกาก),19.5925356,98.214612,Mae Hong Son
รถกาแฟริมลำลาง (RIM LUM LANG COFFEE TRUCK),19.5262794,98.2377797,Mae Hong Son
ร้านกาแฟเด็กดอยบ้านจ่าโบ่,19.5825565,98.2062956,Mae Hong Son
Abodaya'rpk34,19.5412213,98.2695555,Mae Hong Son
อุ่นไอเขา คอฟฟี่,19.5580458,98.1521388,Mae Hong Son
Pai Fah Coffee,19.4460999,98.3190406,Mae Hong Son
ณ กมล : Na Kamol Bakery & Bistro,19.5213962,98.2451331,Mae Hong Son
Baan Boondoi Guesthouse,19.5161075,98.249041,Mae Hong Son
Coffee barber,19.5163718,98.2566181,Mae Hong Son
ดวงใจ Coffee Bar,19.5165364,98.2489487,Mae Hong Son
กาแฟเข้าท่า สาขา ปางมะผ้า Khaotha Cafe' Pangmapha,19.5220211,98.243469,Mae Hong Son
A-pi coffee,19.5331728,98.2701295,Mae Hong Son
ปั้มกาแฟ Pumpkarfair,19.5161966,98.2541242,Mae Hong Son
บ้านดอยเกิ้ง คาเฟ่,19.590829,98.2164129,Mae Hong Son
ลาลาหู่ คอฟฟี่,19.5580571,98.152116,Mae Hong Son
Elshaddai (เอลชัดดัย),19.5157432,98.255387,Mae Hong Son
พีพี กาเเฟ,19.529601,98.231872,Mae Hong Son
ชาละมุน @ปางมะผ้า,19.5158071,98.2544383,Mae Hong Son
หลงเขาคาเฟ่,19.5185221,98.2593007,Mae Hong Son
1864 Cafe Jabo,19.580466,98.205917,Mae Hong Son
Therockcoffee,19.5220476,98.2434137,Mae Hong Son
ฮ็อปชาเฟ่ ปางมะผ้า,19.5225046,98.2421555,Mae Hong Son
Minimal Coffee สาขาแม่ฮ่องสอน,19.2898734,97.9601282,Mae Hong Son
Tid Doi Camp - ติดดอยแคมป์,19.5184689,98.2681671,Mae Hong Son
คอฟฟี่ เลิฟ ฮิลล์,19.5584733,98.1532078,Mae Hong Son
Little Eden Guesthouse,19.5169596,98.2565162,Mae Hong Son
MIDBARCOFFEE,19.3278174,97.9652072,Mae Hong Son
ชามะเก๋า วนาหลวง,19.533219,98.2700272,Mae Hong Son
CHALUMDEE (ชาลำดี สาขาปางมะผ้า),19.5158383,98.2560642,Mae Hong Son
DA JA VE JABO ดา จา เว จ่าโบ่,19.5804309,98.205833,Mae Hong Son
